n_games,mean_metacritic,median_metacritic,sd_metacritic,mean_price,median_price,mean_recommendations,median_recommendations,earliest_release_year,latest_release_year
2255,72.15787139689579,74,11.1646903035996,14.841330376940151,9.99,4630.8261640798155,531,1998,2016
